Leidimo serija ir nr.,Regionas,Rajonas,Nuosavybės forma,Urėdija,Girininkija,Kvartalas,Sklypai,Plotas,Kad. vietovė,Kad. blokas,Kad. nr.,Kirtimo rūšis,Galiojimo pradžia,Galiojimo pabaiga
221 - 1287,Panevėžio,Kupiškio rajono kontroliuojama teritorija,valstybinė,Kupiškio miškų urėdija,Skapiškio girininkija,345,45b,1.2,0,0,0,Plynas kirtimas,2022-01-02,2022-12-31
221 - 1287,Panevėžio,Kupiškio rajono kontroliuojama teritorija,valstybinė,Kupiškio miškų urėdija,Skapiškio girininkija,345,4a,0.8,0,0,0,Plynas kirtimas,2022-01-02,2022-12-31
221 - 1287,Panevėžio,Kupiškio rajono kontroliuojama teritorija,valstybinė,Kupiškio miškų urėdija,Skapiškio girininkija,345,56,1.9,0,0,0,Plynas kirtimas,2022-01-02,2022-12-31
221 - 1287,Panevėžio,Kupiškio rajono kontroliuojama teritorija,valstybinė,Kupiškio miškų urėdija,Skapiškio girininkija,345,7a,0.4,0,0,0,Plynas kirtimas,2022-01-02,2022-12-31
221 - 1287,Panevėžio,Kupiškio rajono kontroliuojama teritorija,valstybinė,Kupiškio miškų urėdija,Skapiškio girininkija,35,11,0.6,0,0,0,Plynas kirtimas,2022-01-02,2022-12-31
221 - 1287,Panevėžio,Kupiškio rajono kontroliuojama teritorija,valstybinė,Kupiškio miškų urėdija,Skapiškio girininkija,35,16,1.1,0,0,0,Plynas kirtimas,2022-01-02,2022-12-31
221 - 1287,Panevėžio,Kupiškio rajono kontroliuojama teritorija,valstybinė,Kupiškio miškų urėdija,Skapiškio girininkija,35,4,1.0,0,0,0,Plynas kirtimas,2022-01-02,2022-12-31
221 - 1287,Panevėžio,Kupiškio rajono kontroliuojama teritorija,valstybinė,Kupiškio miškų urėdija,Skapiškio girininkija,36,10,2.1,0,0,0,Plynas kirtimas,2022-01-02,2022-12-31
221 - 1287,Panevėžio,Kupiškio rajono kontroliuojama teritorija,valstybinė,Kupiškio miškų urėdija,Skapiškio girininkija,36,8,0.7,0,0,0,Plynas kirtimas,2022-01-02,2022-12-31
121 - 5170,Panevėžio,Kupiškio rajono kontroliuojama teritorija,privati,Kupiškio miškų urėdija,Subačiaus girininkija,374,12a,0.8,5725,0004,0033,Plynas kirtimas,2022-01-02,2022-12-31
121 - 5171,Panevėžio,Kupiškio rajono kontroliuojama teritorija,privati,Kupiškio miškų urėdija,Subačiaus girininkija,374,10,0.6,5725,0004,0005,Plynas kirtimas,2022-01-02,2022-12-31
121 - 5171,Panevėžio,Kupiškio rajono kontroliuojama teritorija,privati,Kupiškio miškų urėdija,Subačiaus girininkija,374,11,0.6,5725,0004,0005,Atvejinis kirtimas,2022-01-02,2022-12-31
121 - 5171,Panevėžio,Kupiškio rajono kontroliuojama teritorija,privati,Kupiškio miškų urėdija,Subačiaus girininkija,374,18,0.2,5725,0004,0005,Plynas kirtimas,2022-01-02,2022-12-31
121 - 5171,Panevėžio,Kupiškio rajono kontroliuojama teritorija,privati,Kupiškio miškų urėdija,Subačiaus girininkija,374,2b,0.3,5725,0004,0005,Plynas kirtimas,2022-01-02,2022-12-31
121 - 5171,Panevėžio,Kupiškio rajono kontroliuojama teritorija,privati,Kupiškio miškų urėdija,Subačiaus girininkija,374,"5,8",0.4,5725,0004,0005,Plynas kirtimas,2022-01-02,2022-12-31
121 - 5172,Panevėžio,Kupiškio rajono kontroliuojama teritorija,privati,Kupiškio miškų urėdija,Subačiaus girininkija,374,12a,0.3,5725,0004,0005,Plynas kirtimas,2022-01-02,2022-12-31
121 - 5172,Panevėžio,Kupiškio rajono kontroliuojama teritorija,privati,Kupiškio miškų urėdija,Subačiaus girininkija,374,"2a,5,8",1.5,5725,0004,0005,Plynas kirtimas,2022-01-02,2022-12-31
121 - 5172,Panevėžio,Kupiškio rajono kontroliuojama teritorija,privati,Kupiškio miškų urėdija,Subačiaus girininkija,374,4,0.3,5725,0004,0005,Plynas kirtimas,2022-01-02,2022-12-31
121 - 5178,Panevėžio,Kupiškio rajono kontroliuojama teritorija,privati,Kupiškio miškų urėdija,Subačiaus girininkija,138,"14a,15a,15b,21",2.9,5747,0001,0018,Plynas kirtimas,2022-01-02,2022-12-31
121 - 5258,Panevėžio,Kupiškio rajono kontroliuojama teritorija,privati,Kupiškio miškų urėdija,Subačiaus girininkija,409,12,0.4,5735,0001,0011,Plynas kirtimas,2022-01-02,2022-12-31
121 - 5258,Panevėžio,Kupiškio rajono kontroliuojama teritorija,privati,Kupiškio miškų urėdija,Subačiaus girininkija,409,13a,0.4,5735,0001,0011,Plynas kirtimas,2022-01-02,2022-12-31
121 - 5258,Panevėžio,Kupiškio rajono kontroliuojama teritorija,privati,Kupiškio miškų urėdija,Subačiaus girininkija,409,13b,0.6,5735,0001,0011,Plynas kirtimas,2022-01-02,2022-12-31
121 - 5258,Panevėžio,Kupiškio rajono kontroliuojama teritorija,privati,Kupiškio miškų urėdija,Subačiaus girininkija,409,14b,0.2,5735,0001,0011,Plynas kirtimas,2022-01-02,2022-12-31
121 - 5276,Panevėžio,Kupiškio rajono kontroliuojama teritorija,privati,Kupiškio miškų urėdija,Subačiaus girininkija,417,12,0.2,5735,0001,0046,Plynas kirtimas,2022-01-02,2022-12-31
121 - 5276,Panevėžio,Kupiškio rajono kontroliuojama teritorija,privati,Kupiškio miškų urėdija,Subačiaus girininkija,417,7,0.3,5735,0001,0046,Plynas kirtimas,2022-01-02,2022-12-31
121 - 5181,Panevėžio,Kupiškio rajono kontroliuojama teritorija,privati,Kupiškio miškų urėdija,Šimonių girininkija,586,"11,22",0.7,5701,0002,0142,Plynas kirtimas,2022-01-02,2022-12-31
121 - 5181,Panevėžio,Kupiškio rajono kontroliuojama teritorija,privati,Kupiškio miškų urėdija,Šimonių girininkija,586,21,0.5,5701,0002,0142,Plynas kirtimas,2022-01-02,2022-12-31
121 - 5183,Panevėžio,Kupiškio rajono kontroliuojama teritorija,privati,Kupiškio miškų urėdija,Šimonių girininkija,586,22-24,1.9,5701,0002,0142,Plynas kirtimas,2022-01-02,2022-12-31
121 - 5183,Panevėžio,Kupiškio rajono kontroliuojama teritorija,privati,Kupiškio miškų urėdija,Šimonių girininkija,586,32,0.6,5701,0002,0142,Plynas kirtimas,2022-01-02,2022-12-31
121 - 5200,Panevėžio,Kupiškio rajono kontroliuojama teritorija,privati,Kupiškio miškų urėdija,Šimonių girininkija,617,51a,0.3,5701,0005,0226,Plynas kirtimas,2022-01-02,2022-12-31
121 - 5200,Panevėžio,Kupiškio rajono kontroliuojama teritorija,privati,Kupiškio miškų urėdija,Šimonių girininkija,617,56a,0.2,5701,0005,0226,Plynas kirtimas,2022-01-02,2022-12-31
121 - 5200,Panevėžio,Kupiškio rajono kontroliuojama teritorija,privati,Kupiškio miškų urėdija,Šimonių girininkija,617,56a,0.3,5701,0005,0226,Plynas kirtimas,2022-01-02,2022-12-31
221 - 1247,Panevėžio,Kupiškio rajono kontroliuojama teritorija,valstybinė,Kupiškio miškų urėdija,Šimonių girininkija,28,18a,0.1,0,0,0,Plynas sanitarinis kirtimas (PN),2022-01-02,2022-12-31
221 - 1247,Panevėžio,Kupiškio rajono kontroliuojama teritorija,valstybinė,Kupiškio miškų urėdija,Šimonių girininkija,28,20a,0.4,0,0,0,Plynas sanitarinis kirtimas (PN),2022-01-02,2022-12-31
221 - 1247,Panevėžio,Kupiškio rajono kontroliuojama teritorija,valstybinė,Kupiškio miškų urėdija,Šimonių girininkija,28,22a,0.1,0,0,0,Plynas sanitarinis kirtimas (PN),2022-01-02,2022-12-31
221 - 1247,Panevėžio,Kupiškio rajono kontroliuojama teritorija,valstybinė,Kupiškio miškų urėdija,Šimonių girininkija,81,8a,0.1,0,0,0,Plynas sanitarinis kirtimas (PN),2022-01-02,2022-12-31
221 - 1247,Panevėžio,Kupiškio rajono kontroliuojama teritorija,valstybinė,Kupiškio miškų urėdija,Šimonių girininkija,81,9a,0.5,0,0,0,Plynas sanitarinis kirtimas (PN),2022-01-02,2022-12-31
221 - 1248,Panevėžio,Kupiškio rajono kontroliuojama teritorija,valstybinė,Kupiškio miškų urėdija,Šimonių girininkija,143,56a,0.2,0,0,0,Plynas sanitarinis kirtimas (TN),2022-01-02,2022-12-31
221 - 1248,Panevėžio,Kupiškio rajono kontroliuojama teritorija,valstybinė,Kupiškio miškų urėdija,Šimonių girininkija,36,40a,0.1,0,0,0,Plynas sanitarinis kirtimas (TN),2022-01-02,2022-12-31
221 - 1248,Panevėžio,Kupiškio rajono kontroliuojama teritorija,valstybinė,Kupiškio miškų urėdija,Šimonių girininkija,59,11b,0.1,0,0,0,Plynas sanitarinis kirtimas (TN),2022-01-02,2022-12-31
121 - 5319,Panevėžio,Kupiškio rajono kontroliuojama teritorija,privati,Rokiškio miškų urėdija,Juodupės girininkija,273,15,0.8,7317,0003,0065,Plynas kirtimas,2022-01-02,2022-12-31
221 - 1296,Panevėžio,Kupiškio rajono kontroliuojama teritorija,valstybinė,Rokiškio miškų urėdija,Juodupės girininkija,127,7,0.6,0,0,0,Plynas kirtimas,2022-01-02,2022-12-31
221 - 1296,Panevėžio,Kupiškio rajono kontroliuojama teritorija,valstybinė,Rokiškio miškų urėdija,Juodupės girininkija,127,8,1.8,0,0,0,Plynas kirtimas,2022-01-02,2022-12-31
221 - 1296,Panevėžio,Kupiškio rajono kontroliuojama teritorija,valstybinė,Rokiškio miškų urėdija,Juodupės girininkija,13,19,1.4,0,0,0,Plynas kirtimas,2022-01-02,2022-12-31
221 - 1296,Panevėžio,Kupiškio rajono kontroliuojama teritorija,valstybinė,Rokiškio miškų urėdija,Juodupės girininkija,13,20,0.8,0,0,0,Plynas kirtimas,2022-01-02,2022-12-31
221 - 1296,Panevėžio,Kupiškio rajono kontroliuojama teritorija,valstybinė,Rokiškio miškų urėdija,Juodupės girininkija,34,3,1.0,0,0,0,Plynas kirtimas,2022-01-02,2022-12-31
221 - 1296,Panevėžio,Kupiškio rajono kontroliuojama teritorija,valstybinė,Rokiškio miškų urėdija,Juodupės girininkija,34,6,1.3,0,0,0,Plynas kirtimas,2022-01-02,2022-12-31
221 - 1296,Panevėžio,Kupiškio rajono kontroliuojama teritorija,valstybinė,Rokiškio miškų urėdija,Juodupės girininkija,37,18,0.9,0,0,0,Atvejinių kirtimų (paskutinis atvejis),2022-01-02,2022-12-31
221 - 1296,Panevėžio,Kupiškio rajono kontroliuojama teritorija,valstybinė,Rokiškio miškų urėdija,Juodupės girininkija,73,21,1.9,0,0,0,Atvejinių kirtimų (paskutinis atvejis),2022-01-02,2022-12-31
221 - 1296,Panevėžio,Kupiškio rajono kontroliuojama teritorija,valstybinė,Rokiškio miškų urėdija,Juodupės girininkija,74,14,3.0,0,0,0,Atvejinių kirtimų (paskutinis atvejis),2022-01-02,2022-12-31
221 - 1296,Panevėžio,Kupiškio rajono kontroliuojama teritorija,valstybinė,Rokiškio miškų urėdija,Juodupės girininkija,78,4,2.9,0,0,0,Atvejinis kirtimas,2022-01-02,2022-12-31
221 - 1296,Panevėžio,Kupiškio rajono kontroliuojama teritorija,valstybinė,Rokiškio miškų urėdija,Juodupės girininkija,89,1,0.7,0,0,0,Atvejinis kirtimas,2022-01-02,2022-12-31
221 - 1296,Panevėžio,Kupiškio rajono kontroliuojama teritorija,valstybinė,Rokiškio miškų urėdija,Juodupės girininkija,89,5,1.6,0,0,0,Atvejinis kirtimas,2022-01-02,2022-12-31
121 - 5189,Panevėžio,Kupiškio rajono kontroliuojama teritorija,privati,Rokiškio miškų urėdija,Kamajų girininkija,147,"17,18",0.5,7310,0004,0264,Plynas kirtimas,2022-01-02,2022-12-31
121 - 5191,Panevėžio,Kupiškio rajono kontroliuojama teritorija,privati,Rokiškio miškų urėdija,Kamajų girininkija,658,"10,11,20",1.9,7310,0003,0162,Plynas kirtimas,2022-01-02,2022-12-31
221 - 1250,Panevėžio,Kupiškio rajono kontroliuojama teritorija,valstybinė,Rokiškio miškų urėdija,Kamajų girininkija,137,28,0.4,0,0,0,Plynas sanitarinis kirtimas (PN),2022-01-02,2022-12-31
221 - 1250,Panevėžio,Kupiškio rajono kontroliuojama teritorija,valstybinė,Rokiškio miškų urėdija,Kamajų girininkija,139,11,0.5,0,0,0,Plynas sanitarinis kirtimas (PN),2022-01-02,2022-12-31
221 - 1251,Panevėžio,Kupiškio rajono kontroliuojama teritorija,valstybinė,Rokiškio miškų urėdija,Kamajų girininkija,19,8a,0.7,0,0,0,Plynas sanitarinis kirtimas (TN),2022-01-02,2022-12-31
221 - 1257,Panevėžio,Kupiškio rajono kontroliuojama teritorija,valstybinė,Rokiškio miškų urėdija,Kamajų girininkija,658,13a,0.4,0,0,0,Plynas kirtimas,2022-01-02,2022-12-31
221 - 1257,Panevėžio,Kupiškio rajono kontroliuojama teritorija,valstybinė,Rokiškio miškų urėdija,Kamajų girininkija,658,15,0.9,0,0,0,Plynas kirtimas,2022-01-02,2022-12-31
221 - 1257,Panevėžio,Kupiškio rajono kontroliuojama teritorija,valstybinė,Rokiškio miškų urėdija,Kamajų girininkija,660,2,0.3,0,0,0,Plynas kirtimas,2022-01-02,2022-12-31
221 - 1257,Panevėžio,Kupiškio rajono kontroliuojama teritorija,valstybinė,Rokiškio miškų urėdija,Kamajų girininkija,680,1,0.4,0,0,0,Plynas kirtimas,2022-01-02,2022-12-31
221 - 1257,Panevėžio,Kupiškio rajono kontroliuojama teritorija,valstybinė,Rokiškio miškų urėdija,Kamajų girininkija,680,20a,0.6,0,0,0,Plynas kirtimas,2022-01-02,2022-12-31
221 - 1257,Panevėžio,Kupiškio rajono kontroliuojama teritorija,valstybinė,Rokiškio miškų urėdija,Kamajų girininkija,680,25a,0.5,0,0,0,Plynas kirtimas,2022-01-02,2022-12-31
221 - 1257,Panevėžio,Kupiškio rajono kontroliuojama teritorija,valstybinė,Rokiškio miškų urėdija,Kamajų girininkija,681,26,0.9,0,0,0,Plynas kirtimas,2022-01-02,2022-12-31
221 - 1257,Panevėžio,Kupiškio rajono kontroliuojama teritorija,valstybinė,Rokiškio miškų urėdija,Kamajų girininkija,681,6,1.0,0,0,0,Plynas kirtimas,2022-01-02,2022-12-31
121 - 5168,Panevėžio,Kupiškio rajono kontroliuojama teritorija,privati,Rokiškio miškų urėdija,Obelių girininkija,549,"333,334",1.5,7325,0005,0019,Plynas kirtimas,2022-01-02,2022-12-31
121 - 5253,Panevėžio,Kupiškio rajono kontroliuojama teritorija,privati,Rokiškio miškų urėdija,Obelių girininkija,555,4,0.9,7365,0001,0142,Plynas kirtimas,2022-01-02,2022-12-31
121 - 5254,Panevėžio,Kupiškio rajono kontroliuojama teritorija,privati,Rokiškio miškų urėdija,Obelių girininkija,485,46a,0.6,7333,0004,0062,Plynas kirtimas,2022-01-02,2022-12-31
121 - 5254,Panevėžio,Kupiškio rajono kontroliuojama teritorija,privati,Rokiškio miškų urėdija,Obelių girininkija,485,"46b,47a",2.0,7333,0004,0062,Plynas kirtimas,2022-01-02,2022-12-31
221 - 1249,Panevėžio,Kupiškio rajono kontroliuojama teritorija,valstybinė,Rokiškio miškų urėdija,Obelių girininkija,77,31,0.4,0,0,0,Plynas sanitarinis kirtimas (PN),2022-01-02,2022-12-31
221 - 1249,Panevėžio,Kupiškio rajono kontroliuojama teritorija,valstybinė,Rokiškio miškų urėdija,Obelių girininkija,77,32b,1.1,0,0,0,Plynas sanitarinis kirtimas (PN),2022-01-02,2022-12-31
221 - 1249,Panevėžio,Kupiškio rajono kontroliuojama teritorija,valstybinė,Rokiškio miškų urėdija,Obelių girininkija,88,16,0.6,0,0,0,Plynas sanitarinis kirtimas (PN),2022-01-02,2022-12-31
221 - 1249,Panevėžio,Kupiškio rajono kontroliuojama teritorija,valstybinė,Rokiškio miškų urėdija,Obelių girininkija,88,22,1.2,0,0,0,Plynas sanitarinis kirtimas (PN),2022-01-02,2022-12-31
221 - 1249,Panevėžio,Kupiškio rajono kontroliuojama teritorija,valstybinė,Rokiškio miškų urėdija,Obelių girininkija,88,23,0.2,0,0,0,Plynas sanitarinis kirtimas (PN),2022-01-02,2022-12-31
221 - 1256,Panevėžio,Kupiškio rajono kontroliuojama teritorija,valstybinė,Rokiškio miškų urėdija,Obelių girininkija,62,10a,0.5,0,0,0,Plynas kirtimas,2022-01-02,2022-12-31
221 - 1256,Panevėžio,Kupiškio rajono kontroliuojama teritorija,valstybinė,Rokiškio miškų urėdija,Obelių girininkija,62,18,0.6,0,0,0,Plynas kirtimas,2022-01-02,2022-12-31
221 - 1256,Panevėžio,Kupiškio rajono kontroliuojama teritorija,valstybinė,Rokiškio miškų urėdija,Obelių girininkija,62,19,0.7,0,0,0,Atvejinis kirtimas,2022-01-02,2022-12-31
221 - 1256,Panevėžio,Kupiškio rajono kontroliuojama teritorija,valstybinė,Rokiškio miškų urėdija,Obelių girininkija,62,9,0.6,0,0,0,Plynas kirtimas,2022-01-02,2022-12-31
221 - 1256,Panevėžio,Kupiškio rajono kontroliuojama teritorija,valstybinė,Rokiškio miškų urėdija,Obelių girininkija,63,7,0.7,0,0,0,Plynas kirtimas,2022-01-02,2022-12-31
221 - 1256,Panevėžio,Kupiškio rajono kontroliuojama teritorija,valstybinė,Rokiškio miškų urėdija,Obelių girininkija,63,8,0.3,0,0,0,Atvejinių kirtimų (paskutinis atvejis),2022-01-02,2022-12-31
121 - 5201,Panevėžio,Kupiškio rajono kontroliuojama teritorija,privati,Rokiškio miškų urėdija,Pandėlio girininkija,112,21a,0.8,7340,0005,0271,Plynas kirtimas,2022-01-02,2022-12-31
121 - 5201,Panevėžio,Kupiškio rajono kontroliuojama teritorija,privati,Rokiškio miškų urėdija,Pandėlio girininkija,112,22a,0.8,7340,0005,0271,Plynas kirtimas,2022-01-02,2022-12-31
121 - 5201,Panevėžio,Kupiškio rajono kontroliuojama teritorija,privati,Rokiškio miškų urėdija,Pandėlio girininkija,112,22b,0.4,7340,0005,0271,Plynas kirtimas,2022-01-02,2022-12-31
121 - 5202,Panevėžio,Kupiškio rajono kontroliuojama teritorija,privati,Rokiškio miškų urėdija,Pandėlio girininkija,112,21b,0.1,7340,0005,0272,Plynas kirtimas,2022-01-02,2022-12-31
221 - 1255,Panevėžio,Kupiškio rajono kontroliuojama teritorija,valstybinė,Rokiškio miškų urėdija,Pandėlio girininkija,274,15,0.8,0,0,0,Plynas kirtimas,2022-01-02,2022-12-31
221 - 1255,Panevėžio,Kupiškio rajono kontroliuojama teritorija,valstybinė,Rokiškio miškų urėdija,Pandėlio girininkija,274,19,0.4,0,0,0,Plynas kirtimas,2022-01-02,2022-12-31
221 - 1255,Panevėžio,Kupiškio rajono kontroliuojama teritorija,valstybinė,Rokiškio miškų urėdija,Pandėlio girininkija,313,11,0.6,0,0,0,Plynas kirtimas,2022-01-02,2022-12-31
221 - 1255,Panevėžio,Kupiškio rajono kontroliuojama teritorija,valstybinė,Rokiškio miškų urėdija,Pandėlio girininkija,313,12,0.6,0,0,0,Plynas kirtimas,2022-01-02,2022-12-31
221 - 1255,Panevėžio,Kupiškio rajono kontroliuojama teritorija,valstybinė,Rokiškio miškų urėdija,Pandėlio girininkija,313,9,0.5,0,0,0,Plynas kirtimas,2022-01-02,2022-12-31
221 - 1255,Panevėžio,Kupiškio rajono kontroliuojama teritorija,valstybinė,Rokiškio miškų urėdija,Pandėlio girininkija,36,3a,2.0,0,0,0,Plynas kirtimas,2022-01-02,2022-12-31
221 - 1255,Panevėžio,Kupiškio rajono kontroliuojama teritorija,valstybinė,Rokiškio miškų urėdija,Pandėlio girininkija,86,14,0.3,0,0,0,Plynas kirtimas,2022-01-02,2022-12-31
221 - 1255,Panevėžio,Kupiškio rajono kontroliuojama teritorija,valstybinė,Rokiškio miškų urėdija,Pandėlio girininkija,86,15,1.3,0,0,0,Plynas kirtimas,2022-01-02,2022-12-31
221 - 1255,Panevėžio,Kupiškio rajono kontroliuojama teritorija,valstybinė,Rokiškio miškų urėdija,Pandėlio girininkija,86,6,1.9,0,0,0,Plynas kirtimas,2022-01-02,2022-12-31
221 - 1255,Panevėžio,Kupiškio rajono kontroliuojama teritorija,valstybinė,Rokiškio miškų urėdija,Pandėlio girininkija,86,7,1.2,0,0,0,Plynas kirtimas,2022-01-02,2022-12-31
221 - 1254,Panevėžio,Kupiškio rajono kontroliuojama teritorija,valstybinė,Rokiškio miškų urėdija,Rokiškio girininkija,17,14,1.6,0,0,0,Plynas kirtimas,2022-01-02,2022-12-31
221 - 1254,Panevėžio,Kupiškio rajono kontroliuojama teritorija,valstybinė,Rokiškio miškų urėdija,Rokiškio girininkija,18,15,2.7,0,0,0,Atvejinis kirtimas,2022-01-02,2022-12-31
221 - 1254,Panevėžio,Kupiškio rajono kontroliuojama teritorija,valstybinė,Rokiškio miškų urėdija,Rokiškio girininkija,38,13,0.5,0,0,0,Plynas kirtimas,2022-01-02,2022-12-31
221 - 1254,Panevėžio,Kupiškio rajono kontroliuojama teritorija,valstybinė,Rokiškio miškų urėdija,Rokiškio girininkija,38,14a,1.6,0,0,0,Plynas kirtimas,2022-01-02,2022-12-31
221 - 1254,Panevėžio,Kupiškio rajono kontroliuojama teritorija,valstybinė,Rokiškio miškų urėdija,Rokiškio girininkija,38,15a,0.4,0,0,0,Plynas kirtimas,2022-01-02,2022-12-31
221 - 1254,Panevėžio,Kupiškio rajono kontroliuojama teritorija,valstybinė,Rokiškio miškų urėdija,Rokiškio girininkija,43,6a,3.2,0,0,0,Plynas kirtimas,2022-01-02,2022-12-31
221 - 1254,Panevėžio,Kupiškio rajono kontroliuojama teritorija,valstybinė,Rokiškio miškų urėdija,Rokiškio girininkija,48,6a,1.8,0,0,0,Plynas kirtimas,2022-01-02,2022-12-31
221 - 1260,Panevėžio,Kupiškio rajono kontroliuojama teritorija,valstybinė,Rokiškio miškų urėdija,Rokiškio girininkija,149,13a,0.2,0,0,0,Plynas sanitarinis kirtimas (PN),2022-01-02,2022-12-31
221 - 1260,Panevėžio,Kupiškio rajono kontroliuojama teritorija,valstybinė,Rokiškio miškų urėdija,Rokiškio girininkija,150,13a,0.6,0,0,0,Plynas sanitarinis kirtimas (PN),2022-01-02,2022-12-31
221 - 1260,Panevėžio,Kupiškio rajono kontroliuojama teritorija,valstybinė,Rokiškio miškų urėdija,Rokiškio girininkija,150,9a,0.1,0,0,0,Plynas sanitarinis kirtimas (PN),2022-01-02,2022-12-31
221 - 1260,Panevėžio,Kupiškio rajono kontroliuojama teritorija,valstybinė,Rokiškio miškų urėdija,Rokiškio girininkija,156,9a,0.2,0,0,0,Plynas sanitarinis kirtimas (PN),2022-01-02,2022-12-31
221 - 1260,Panevėžio,Kupiškio rajono kontroliuojama teritorija,valstybinė,Rokiškio miškų urėdija,Rokiškio girininkija,163,3a,0.5,0,0,0,Plynas sanitarinis kirtimas (PN),2022-01-02,2022-12-31
221 - 1260,Panevėžio,Kupiškio rajono kontroliuojama teritorija,valstybinė,Rokiškio miškų urėdija,Rokiškio girininkija,163,3b,0.6,0,0,0,Plynas sanitarinis kirtimas (PN),2022-01-02,2022-12-31
221 - 1260,Panevėžio,Kupiškio rajono kontroliuojama teritorija,valstybinė,Rokiškio miškų urėdija,Rokiškio girininkija,163,4a,0.1,0,0,0,Plynas sanitarinis kirtimas (PN),2022-01-02,2022-12-31
221 - 1260,Panevėžio,Kupiškio rajono kontroliuojama teritorija,valstybinė,Rokiškio miškų urėdija,Rokiškio girininkija,164,14a,0.3,0,0,0,Plynas sanitarinis kirtimas (PN),2022-01-02,2022-12-31
121 - 5255,Panevėžio,Kupiškio rajono kontroliuojama teritorija,privati,Rokiškio miškų urėdija,Sėlynės girininkija,517,63,0.3,7347,0004,0069,Plynas kirtimas,2022-01-02,2022-12-31
121 - 5255,Panevėžio,Kupiškio rajono kontroliuojama teritorija,privati,Rokiškio miškų urėdija,Sėlynės girininkija,517,64a,1.3,7347,0004,0069,Plynas kirtimas,2022-01-02,2022-12-31
121 - 5279,Panevėžio,Kupiškio rajono kontroliuojama teritorija,privati,Rokiškio miškų urėdija,Sėlynės girininkija,79,14,0.7,7347,0003,0128,Plynas kirtimas,2022-01-02,2022-12-31
121 - 5279,Panevėžio,Kupiškio rajono kontroliuojama teritorija,privati,Rokiškio miškų urėdija,Sėlynės girininkija,79,19,0.5,7347,0003,0128,Plynas kirtimas,2022-01-02,2022-12-31
121 - 5279,Panevėžio,Kupiškio rajono kontroliuojama teritorija,privati,Rokiškio miškų urėdija,Sėlynės girininkija,79,23,0.8,7347,0003,0128,Plynas kirtimas,2022-01-02,2022-12-31
121 - 5331,Panevėžio,Kupiškio rajono kontroliuojama teritorija,privati,Rokiškio miškų urėdija,Sėlynės girininkija,502,20a,0.3,7373,0004,0010,Plynas kirtimas,2022-01-02,2022-12-31
121 - 5331,Panevėžio,Kupiškio rajono kontroliuojama teritorija,privati,Rokiškio miškų urėdija,Sėlynės girininkija,502,21a,2.7,7373,0004,0010,Plynas kirtimas,2022-01-02,2022-12-31
121 - 5357,Panevėžio,Kupiškio rajono kontroliuojama teritorija,privati,Rokiškio miškų urėdija,Sėlynės girininkija,502,55,1.4,7373,0004,0010,Plynas kirtimas,2022-01-02,2022-12-31
121 - 5371,Panevėžio,Kupiškio rajono kontroliuojama teritorija,privati,Rokiškio miškų urėdija,Sėlynės girininkija,506,"24a,26b",0.6,7373,0005,0113,Plynas kirtimas,2022-01-02,2022-12-31
121 - 5371,Panevėžio,Kupiškio rajono kontroliuojama teritorija,privati,Rokiškio miškų urėdija,Sėlynės girininkija,506,26a,0.6,7373,0005,0113,Plynas kirtimas,2022-01-02,2022-12-31
121 - 5371,Panevėžio,Kupiškio rajono kontroliuojama teritorija,privati,Rokiškio miškų urėdija,Sėlynės girininkija,506,28a,0.1,7373,0005,0113,Plynas kirtimas,2022-01-02,2022-12-31
121 - 5371,Panevėžio,Kupiškio rajono kontroliuojama teritorija,privati,Rokiškio miškų urėdija,Sėlynės girininkija,506,35d,0.5,7373,0005,0113,Plynas kirtimas,2022-01-02,2022-12-31
221 - 1252,Panevėžio,Kupiškio rajono kontroliuojama teritorija,valstybinė,Rokiškio miškų urėdija,Sėlynės girininkija,165,5a,0.5,0,0,0,Plynas sanitarinis kirtimas (PN),2022-01-02,2022-12-31
221 - 1252,Panevėžio,Kupiškio rajono kontroliuojama teritorija,valstybinė,Rokiškio miškų urėdija,Sėlynės girininkija,42,32a,1.5,0,0,0,Plynas sanitarinis kirtimas (PN),2022-01-02,2022-12-31
221 - 1252,Panevėžio,Kupiškio rajono kontroliuojama teritorija,valstybinė,Rokiškio miškų urėdija,Sėlynės girininkija,54,14a,0.4,0,0,0,Plynas sanitarinis kirtimas (PN),2022-01-02,2022-12-31
221 - 1252,Panevėžio,Kupiškio rajono kontroliuojama teritorija,valstybinė,Rokiškio miškų urėdija,Sėlynės girininkija,54,1a,0.4,0,0,0,Plynas sanitarinis kirtimas (PN),2022-01-02,2022-12-31
221 - 1252,Panevėžio,Kupiškio rajono kontroliuojama teritorija,valstybinė,Rokiškio miškų urėdija,Sėlynės girininkija,54,6a,0.4,0,0,0,Plynas sanitarinis kirtimas (PN),2022-01-02,2022-12-31
221 - 1252,Panevėžio,Kupiškio rajono kontroliuojama teritorija,valstybinė,Rokiškio miškų urėdija,Sėlynės girininkija,59,3a,0.1,0,0,0,Plynas sanitarinis kirtimas (PN),2022-01-02,2022-12-31
221 - 1253,Panevėžio,Kupiškio rajono kontroliuojama teritorija,valstybinė,Rokiškio miškų urėdija,Sėlynės girininkija,165,4a,0.2,0,0,0,Plynas sanitarinis kirtimas (TN),2022-01-02,2022-12-31
